"Well_ID","time_bin","Depth_ft","Latitude","Longitude","DepthClass","Database","Result"
"CDWR1009468","1960-1989",NA,35.55677,-119.189,"Unknown","CDWR",589.3
"CDWR1009469","1922-1959",NA,35.318,-118.8615,"Unknown","CDWR",527.36
"CDWR1009480","1960-1989",NA,36.77371,-119.84669,"Unknown","CDWR",422.4
"CDWR1009483","1960-1989",NA,35.4131,-119.0734,"Unknown","CDWR",441.6
"CDWR1009484","1960-1989",NA,35.2596,-118.8345,"Unknown","CDWR",448.7
"CDWR1009485","1960-1989",NA,35.2398,-118.9126,"Unknown","CDWR",421.2
"CDWR1009490","1922-1959",NA,36.3206,-119.1211,"Unknown","CDWR",421.52
"CDWR1009494","1922-1959",NA,35.4023,-118.8546,"Unknown","CDWR",425
"CDWR1009494","1960-1989",NA,35.4023,-118.8546,"Unknown","CDWR",491.38
"CDWR1009495","1922-1959",NA,35.1941,-118.8095,"Unknown","CDWR",423.04
"CDWR1009499","1960-1989",NA,35.0175,-118.8484,"Unknown","CDWR",467
"CDWR1009502","1960-1989",NA,36.219,-119.1211,"Unknown","CDWR",423.68
"CDWR1009504","1922-1959",NA,35.3383,-118.8345,"Unknown","CDWR",423.68
"CDWR1009505","1960-1989",NA,35.3156,-118.801,"Unknown","CDWR",489.84
"CDWR1009506","1960-1989",NA,35.2578,-118.8815,"Unknown","CDWR",469.5
"CDWR1009507","1960-1989",NA,35.1219,-118.9054,"Unknown","CDWR",470.34
"CDWR1009515","1922-1959",NA,35.74111,-119.73637,"Unknown","CDWR",430.72
"CDWR1009516","1960-1989",NA,35.5875,-119.1859,"Unknown","CDWR",434.06
"CDWR1009517","1960-1989",NA,35.4266,-119.0659,"Unknown","CDWR",450.56
"CDWR1009518","1922-1959",NA,35.34189,-118.84983,"Unknown","CDWR",424.96
"CDWR1009520","1960-1989",NA,35.0145,-118.84882,"Unknown","CDWR",386.8
"CDWR1009521","1960-1989",NA,35.01449,-118.85325,"Unknown","CDWR",386.8
"CDWR1009525","1960-1989",NA,36.2807,-119.1571,"Unknown","CDWR",434.3
"CDWR1009527","1922-1959",NA,35.82869,-119.15447,"Unknown","CDWR",425.6
"CDWR1009528","1922-1959",NA,35.77711,-119.56385,"Unknown","CDWR",425.6
"CDWR1009529","1960-1989",NA,35.56702,-119.37393,"Unknown","CDWR",463.8
"CDWR1009530","1922-1959",NA,35.49778,-119.15033,"Unknown","CDWR",454
"CDWR1009531","1960-1989",NA,35.377,-118.9752,"Unknown","CDWR",425.6
"CDWR1009535","1960-1989",NA,35.7705,-119.084,"Unknown","CDWR",426.24
"CDWR1009536","1922-1959",NA,35.3952,-118.9984,"Unknown","CDWR",676.12
"CDWR1009539","1960-1989",NA,36.317,-119.1345,"Unknown","CDWR",426.88
"CDWR1009540","1960-1989",NA,36.3127,-119.829,"Unknown","CDWR",425.94
"CDWR1009541","1960-1989",NA,35.5041,-119.526,"Unknown","CDWR",426.88
"CDWR1009542","1960-1989",NA,35.2506,-118.8994,"Unknown","CDWR",426.88
"CDWR1009543","1922-1959",NA,35.1241,-119.0307,"Unknown","CDWR",430.22
"CDWR1009543","1960-1989",NA,35.1241,-119.0307,"Unknown","CDWR",569.1
"CDWR1009550","1922-1959",NA,35.2958,-118.9851,"Unknown","CDWR",427.52
"CDWR1009550","1960-1989",NA,35.2958,-118.9851,"Unknown","CDWR",665.6
"CDWR1009556","1922-1959",NA,36.72358,-119.6392,"Unknown","CDWR",466.56
"CDWR1009556","1960-1989",NA,36.72358,-119.6392,"Unknown","CDWR",494
"CDWR1009558","1960-1989",NA,36.2069,-119.1093,"Unknown","CDWR",438.08
"CDWR1009559","1922-1959",NA,36.10718,-119.55651,"Unknown","CDWR",428.16
"CDWR1009560","1922-1959",NA,35.7683,-119.2237,"Unknown","CDWR",428.16
"CDWR1009562","1960-1989",NA,35.3192,-119.0065,"Unknown","CDWR",428.16
"CDWR1009563","1960-1989",NA,35.312,-118.9038,"Unknown","CDWR",444.08
"CDWR1009564","1922-1959",NA,35.1025,-118.9887,"Unknown","CDWR",428.16
"CDWR1009567","1960-1989",NA,36.75539,-119.87343,"Unknown","CDWR",428.8
"CDWR1009569","1960-1989",NA,35.70831,-119.48394,"Unknown","CDWR",417.4
"CDWR1009570","1960-1989",NA,35.75233,-119.19852,"Unknown","CDWR",428.8
"CDWR1009571","1960-1989",NA,35.312,-118.984,"Unknown","CDWR",428.8
"CDWR1009572","1922-1959",NA,35.2802,-118.8145,"Unknown","CDWR",510.08
"CDWR1009572","1960-1989",NA,35.2802,-118.8145,"Unknown","CDWR",486.4
"CDWR1009573","1960-1989",NA,35.2452,-118.8473,"Unknown","CDWR",497.66
"CDWR1009575","1922-1959",NA,35.0064,-118.8565,"Unknown","CDWR",433.28
"CDWR1009576","1922-1959",NA,36.1573,-119.0715,"Unknown","CDWR",434.72
"CDWR1009577","1960-1989",NA,35.3244,-118.862,"Unknown","CDWR",512.7
"CDWR1009578","1922-1959",NA,35.2867,-118.8903,"Unknown","CDWR",434.56
"CDWR1009579","1960-1989",NA,35.1169,-119.0065,"Unknown","CDWR",351.72
"CDWR1009582","1960-1989",NA,36.70486,-119.82906,"Unknown","CDWR",433.54
"CDWR1009584","1922-1959",NA,35.4413,-119.1545,"Unknown","CDWR",359.04
"CDWR1009585","1960-1989",NA,35.1097,-118.9887,"Unknown","CDWR",527.5
"CDWR1009588","1960-1989",NA,36.7072,-119.3969,"Unknown","CDWR",441.36
"CDWR1009589","1922-1959",NA,35.2302,-118.9015,"Unknown","CDWR",430.72
"CDWR1009593","1960-1989",NA,35.35268,-119.45869,"Unknown","CDWR",431.36
"CDWR1009594","1922-1959",NA,35.2986,-118.8612,"Unknown","CDWR",439.04
"CDWR1009594","1960-1989",NA,35.2986,-118.8612,"Unknown","CDWR",815.5
"CDWR1009596","1922-1959",NA,35.0839,-118.8504,"Unknown","CDWR",432
"CDWR1009599","1960-1989",NA,35.3625,-118.9483,"Unknown","CDWR",640.64
"CDWR1009600","1922-1959",NA,35.2975,-118.8189,"Unknown","CDWR",475.2
"CDWR1009600","1960-1989",NA,35.2975,-118.8189,"Unknown","CDWR",545.28
"CDWR1009601","1922-1959",NA,35.34,-118.8054,"Unknown","CDWR",441
"CDWR1009603","1960-1989",NA,36.07496,-119.04622,"Unknown","CDWR",432.64
"CDWR1009608","1960-1989",NA,36.79215,-119.71595,"Unknown","CDWR",433.28
"CDWR1009610","1960-1989",NA,35.2867,-118.9126,"Unknown","CDWR",399.14
"CDWR1009615","1960-1989",NA,36.4004,-119.0896,"Unknown","CDWR",447.68
"CDWR1009616","1922-1959",NA,35.8302,-119.1082,"Unknown","CDWR",435.52
"CDWR1009617","1960-1989",NA,35.4772,-119.1009,"Unknown","CDWR",434.56
"CDWR1009623","1922-1959",NA,35.0414,-118.9632,"Unknown","CDWR",424.1
"CDWR1009623","1960-1989",NA,35.0414,-118.9632,"Unknown","CDWR",568.08
"CDWR1009624","1960-1989",NA,35.0489,-119.0954,"Unknown","CDWR",514
"CDWR1009627","1960-1989",NA,36.78096,-119.85567,"Unknown","CDWR",435.2
"CDWR1009628","1960-1989",NA,36.76635,-119.86007,"Unknown","CDWR",435.2
"CDWR1009629","1960-1989",NA,36.7094,-120.1782,"Unknown","CDWR",435.2
"CDWR1009630","1922-1959",NA,36.57163,-119.2713,"Unknown","CDWR",447.6
"CDWR1009632","1960-1989",NA,35.8055,-119.2059,"Unknown","CDWR",427.6
"CDWR1009633","1960-1989",NA,35.78453,-119.48785,"Unknown","CDWR",408.1
"CDWR1009634","1960-1989",NA,35.76326,-119.22539,"Unknown","CDWR",466.5
"CDWR1009635","1922-1959",NA,35.73424,-119.22534,"Unknown","CDWR",561.92
"CDWR1009636","1960-1989",NA,35.53449,-119.30664,"Unknown","CDWR",477.6
"CDWR1009637","1960-1989",NA,35.395,-119.0778,"Unknown","CDWR",437.6
"CDWR1009638","1960-1989",NA,35.3616,-118.9323,"Deep","CDWR",451.2
"CDWR1009639","1960-1989",NA,35.3517,-118.8411,"Unknown","CDWR",446.1
"CDWR1009640","1960-1989",NA,35.2333,-118.9154,"Unknown","CDWR",430.6
"CDWR1009641","1960-1989",NA,35.2672,-118.8434,"Unknown","CDWR",461.12
"CDWR1009642","1960-1989",NA,35.2578,-118.8054,"Unknown","CDWR",483.6
"CDWR1009648","1960-1989",NA,35.0461,-118.9315,"Unknown","CDWR",435.92
"CDWR1009649","1922-1959",NA,35.0489,-119.0912,"Unknown","CDWR",669.12
"CDWR1009649","1960-1989",NA,35.0489,-119.0912,"Unknown","CDWR",806.4
"CDWR1009651","1922-1959",NA,35.5436,-119.2157,"Unknown","CDWR",477
"CDWR1009652","1922-1959",NA,35.5138,-119.1873,"Unknown","CDWR",413.42
"CDWR1009652","1960-1989",NA,35.5138,-119.1873,"Unknown","CDWR",1131.2
"CDWR1009653","1922-1959",NA,35.41075,-119.11222,"Unknown","CDWR",515.92
"CDWR1009653","1960-1989",NA,35.41075,-119.11222,"Unknown","CDWR",540.9
"CDWR1009654","1960-1989",NA,35.34909,-118.86758,"Unknown","CDWR",627.5
"CDWR1009655","1922-1959",NA,35.2831,-118.8903,"Unknown","CDWR",435.84
"CDWR1009656","1922-1959",NA,35.2578,-118.8636,"Unknown","CDWR",435.84
"CDWR1009656","1960-1989",NA,35.2578,-118.8636,"Unknown","CDWR",526.02
"CDWR1009657","1960-1989",NA,35.2072,-118.8458,"Unknown","CDWR",415.92
"CDWR1009658","1960-1989",NA,35.1675,-118.8636,"Unknown","CDWR",445.92
"CDWR1009662","1922-1959",NA,36.3766,-119.9371,"Unknown","CDWR",436.48
"CDWR1009665","1960-1989",NA,35.3686,-118.9198,"Unknown","CDWR",438.74
"CDWR1009666","1960-1989",NA,35.2939,-118.984,"Unknown","CDWR",400.74
"CDWR1009667","1960-1989",NA,35.3264,-118.8636,"Unknown","CDWR",451.74
"CDWR1009668","1960-1989",NA,35.2723,-118.8279,"Unknown","CDWR",511.24
"CDWR1009669","1922-1959",NA,35.17473,-119.18799,"Unknown","CDWR",486.64
"CDWR1009669","1960-1989",NA,35.17473,-119.18799,"Unknown","CDWR",864
"CDWR1009673","1922-1959",NA,35.0028,-118.8565,"Unknown","CDWR",437.12
"CDWR1009678","1960-1989",NA,36.3859,-119.1616,"Unknown","CDWR",781.9
"CDWR1009679","1960-1989",NA,36.3242,-119.112,"Unknown","CDWR",531.8
"CDWR1009681","1960-1989",NA,35.98053,-119.04711,"Unknown","CDWR",437.76
"CDWR1009682","1922-1959",NA,35.5213,-119.1526,"Unknown","CDWR",431.38
"CDWR1009682","1960-1989",NA,35.5213,-119.1526,"Unknown","CDWR",742.4
"CDWR1009683","1922-1959",NA,35.2375,-118.8707,"Unknown","CDWR",504.96
"CDWR1009683","1960-1989",NA,35.2375,-118.8707,"Unknown","CDWR",489.4
"CDWR1009692","1960-1989",NA,35.2605,-118.8068,"Unknown","CDWR",501.2
"CDWR1009696","1922-1959",NA,35.4131,-118.9216,"Unknown","CDWR",439.04
"CDWR1009698","1922-1959",NA,35.5949,-119.277,"Unknown","CDWR",439.34
"CDWR1009699","1922-1959",NA,35.56024,-119.22633,"Unknown","CDWR",498.34
"CDWR1009700","1960-1989",NA,35.3878,-119.1225,"Unknown","CDWR",439.68
"CDWR1009701","1922-1959",NA,35.2903,-118.8724,"Unknown","CDWR",558.08
"CDWR1009703","1922-1959",NA,35.2361,-118.9126,"Unknown","CDWR",439.68
"CDWR1009705","1960-1989",NA,36.5816,-119.3298,"Unknown","CDWR",440.32
"CDWR1009706","1960-1989",NA,36.2125,-119.1107,"Unknown","CDWR",448.64
"CDWR1009707","1922-1959",NA,35.312,-118.9126,"Unknown","CDWR",440.32
"CDWR1009708","1922-1959",NA,35.28709,-118.8986,"Unknown","CDWR",471.68
"CDWR1009709","1922-1959",NA,35.2867,-118.9082,"Unknown","CDWR",467.84
"CDWR1009710","1960-1989",NA,35.265,-118.9082,"Unknown","CDWR",440.32
"CDWR1009716","1922-1959",NA,36.13253,-119.6466,"Unknown","CDWR",440.96
"CDWR1009716","1960-1989",NA,36.13253,-119.6466,"Unknown","CDWR",902.4
"CDWR1009722","1960-1989",NA,36.7488,-120.2699,"Unknown","CDWR",441.6
"CDWR1009723","1922-1959",NA,36.3424,-119.0804,"Unknown","CDWR",466.8
"CDWR1009724","1922-1959",NA,36.1969,-119.1315,"Unknown","CDWR",455.8
"CDWR1009726","1960-1989",NA,35.47601,-119.1643,"Unknown","CDWR",441.8
"CDWR1009727","1960-1989",NA,35.4258,-119.43599,"Unknown","CDWR",426.8
"CDWR1009728","1960-1989",NA,35.3813,-119.1554,"Unknown","CDWR",441.6
"CDWR1009729","1960-1989",NA,35.3734,-119.203,"Unknown","CDWR",441.6
"CDWR1009730","1960-1989",NA,35.3563,-118.9879,"Deep","CDWR",554.24
"CDWR1009730","1990-2014",NA,35.3563,-118.9879,"Deep","CDWR",766.3
"CDWR1009731","1960-1989",NA,35.3372,-118.8815,"Unknown","CDWR",506.8
"CDWR1009732","1922-1959",NA,35.3041,-118.8257,"Unknown","CDWR",472.96
"CDWR1009733","1960-1989",NA,35.2939,-118.8724,"Unknown","CDWR",519.8
"CDWR1009734","1960-1989",NA,35.27287,-118.81825,"Unknown","CDWR",457.6
"CDWR1009735","1960-1989",NA,35.2522,-118.8151,"Unknown","CDWR",458.24
"CDWR1009744","1960-1989",NA,36.48472,-119.31975,"Unknown","CDWR",463.7
"CDWR1009746","1960-1989",NA,34.9533,-118.9667,"Unknown","CDWR",543.44
"CDWR1009749","1922-1959",NA,36.7773,-119.86011,"Unknown","CDWR",442.88
"CDWR1009751","1960-1989",NA,36.58986,-119.28481,"Unknown","CDWR",442.88
"CDWR1009752","1922-1959",NA,36.343,-119.9229,"Unknown","CDWR",442.88
"CDWR1009753","1922-1959",NA,35.3878,-119.0734,"Unknown","CDWR",442.88
"CDWR1009759","1960-1989",NA,36.57611,-119.3657,"Unknown","CDWR",443.52
"CDWR1009760","1922-1959",NA,35.31125,-119.70605,"Unknown","CDWR",443.52
"CDWR1009761","1922-1959",NA,35.3011,-118.8279,"Unknown","CDWR",443.52
"CDWR1009768","1922-1959",NA,36.89736,-119.77248,"Unknown","CDWR",444.16
"CDWR1009769","1922-1959",NA,36.3488,-119.9407,"Unknown","CDWR",444.16
"CDWR1009770","1960-1989",NA,36.38131,-119.03765,"Unknown","CDWR",533.12
"CDWR1009774","1960-1989",NA,36.77724,-119.87356,"Unknown","CDWR",444.8
"CDWR1009775","1922-1959",NA,36.5813,-120.146,"Unknown","CDWR",445.4
"CDWR1009776","1960-1989",NA,36.53808,-119.85638,"Unknown","CDWR",444.8
"CDWR1009777","1922-1959",NA,36.3869,-119.9826,"Unknown","CDWR",444.8
"CDWR1009778","1922-1959",NA,35.8447,-119.1082,"Unknown","CDWR",444.8
"CDWR1009779","1960-1989",NA,35.2361,-119.1137,"Unknown","CDWR",542.4
"CDWR1009785","1960-1989",NA,36.7111,-120.08083,"Unknown","CDWR",445.44
"CDWR1009786","1960-1989",NA,36.1605,-119.8151,"Unknown","CDWR",445.44
"CDWR1009787","1922-1959",NA,35.79613,-118.99285,"Unknown","CDWR",445.44
"CDWR1009790","1960-1989",NA,36.65767,-119.58564,"Unknown","CDWR",446.08
"CDWR1009791","1960-1989",NA,36.52635,-119.44652,"Unknown","CDWR",636.16
"CDWR1009791","1990-2014",NA,36.52635,-119.44652,"Unknown","CDWR",446.54
"CDWR1009794","1960-1989",NA,35.77092,-119.0829,"Unknown","CDWR",454.16
"CDWR1009802","1922-1959",NA,36.1537,-119.1031,"Unknown","CDWR",300
"CDWR1009802","1960-1989",NA,36.1537,-119.1031,"Unknown","CDWR",445.36
"CDWR1009803","1960-1989",NA,35.49152,-119.49478,"Unknown","CDWR",426.86
"CDWR1009805","1960-1989",NA,36.3597,-119.1623,"Unknown","CDWR",447.36
"CDWR1009806","1960-1989",NA,36.2735,-119.1616,"Unknown","CDWR",447.36
"CDWR1009807","1960-1989",NA,36.22283,-119.10706,"Unknown","CDWR",449.18
"CDWR1009808","1960-1989",NA,35.265,-118.8279,"Unknown","CDWR",515.18
"CDWR1009815","1960-1989",NA,35.0602,-118.9179,"Unknown","CDWR",462
"CDWR1009816","1960-1989",NA,35.0239,-118.847,"Unknown","CDWR",475.2
"CDWR1009817","1960-1989",NA,36.77369,-119.85116,"Unknown","CDWR",556.8
"CDWR1009818","1960-1989",NA,36.75908,-119.87793,"Unknown","CDWR",476.8
"CDWR1009819","1960-1989",NA,36.6027,-120.1888,"Unknown","CDWR",608
"CDWR1009822","1960-1989",NA,36.48624,-120.03348,"Unknown","CDWR",494
"CDWR1009823","1922-1959",NA,36.44719,-119.89436,"Unknown","CDWR",473
"CDWR1009825","1922-1959",NA,36.027,-119.7401,"Unknown","CDWR",436.5
"CDWR1009826","1922-1959",NA,35.9569,-119.1079,"Unknown","CDWR",450.56
"CDWR1009826","1960-1989",NA,35.9569,-119.1079,"Unknown","CDWR",497
"CDWR1009827","1922-1959",NA,35.91514,-119.05601,"Unknown","CDWR",448
"CDWR1009828","1960-1989",NA,35.48674,-119.61651,"Unknown","CDWR",448
"CDWR1009829","1960-1989",NA,35.50952,-119.46359,"Unknown","CDWR",534
"CDWR1009830","1960-1989",NA,35.48355,-119.29407,"Unknown","CDWR",447.5
"CDWR1009832","1960-1989",NA,35.35641,-119.29006,"Unknown","CDWR",534
"CDWR1009833","1922-1959",NA,35.37029,-119.00073,"Unknown","CDWR",448
"CDWR1009834","1960-1989",NA,35.3216,-118.8701,"Unknown","CDWR",441.5
"CDWR1009835","1922-1959",NA,35.29448,-118.87186,"Unknown","CDWR",448
"CDWR1009835","1960-1989",NA,35.29448,-118.87186,"Unknown","CDWR",553.94
"CDWR1009836","1960-1989",NA,35.2939,-118.8947,"Unknown","CDWR",403.5
"CDWR1009837","1960-1989",NA,35.2939,-118.8947,"Unknown","CDWR",403.5
"CDWR1009838","1922-1959",NA,35.2687,-118.8367,"Unknown","CDWR",448
"CDWR1009839","1960-1989",NA,35.2786,-118.807,"Unknown","CDWR",450.88
"CDWR1009840","1960-1989",NA,35.2286,-119.0923,"Unknown","CDWR",425
"CDWR1009841","1922-1959",NA,35.2506,-118.8502,"Unknown","CDWR",755.2
"CDWR1009841","1960-1989",NA,35.2506,-118.8502,"Unknown","CDWR",441
"CDWR1009842","1960-1989",NA,35.2672,-118.8004,"Unknown","CDWR",508.8
"CDWR1009843","1960-1989",NA,35.1205,-118.9975,"Unknown","CDWR",430.5
"CDWR1009844","1960-1989",NA,35.1675,-118.8724,"Unknown","CDWR",482
"CDWR1009845","1960-1989",NA,35.1386,-118.8546,"Unknown","CDWR",438.5
"CDWR1009854","1960-1989",NA,36.2589,-119.13,"Unknown","CDWR",448.64
"CDWR1009855","1960-1989",NA,35.2939,-118.9708,"Unknown","CDWR",448.64
"CDWR1009858","1922-1959",NA,36.4424,-119.9232,"Unknown","CDWR",454.4
"CDWR1009859","1960-1989",NA,36.4141,-119.1832,"Unknown","CDWR",452.14
"CDWR1009860","1922-1959",NA,36.2263,-119.1031,"Unknown","CDWR",503.04
"CDWR1009860","1960-1989",NA,36.2263,-119.1031,"Unknown","CDWR",449.28
"CDWR1009861","1922-1959",NA,35.43686,-119.4713,"Unknown","CDWR",449.28
"CDWR1009862","1922-1959",NA,35.2719,-118.8812,"Unknown","CDWR",483.52
"CDWR1009862","1960-1989",NA,35.2719,-118.8812,"Unknown","CDWR",550.64
"CDWR1009863","1922-1959",NA,35.31294,-118.80511,"Unknown","CDWR",449.28
"CDWR1009864","1922-1959",NA,35.1861,-119.1107,"Unknown","CDWR",630.4
"CDWR1009864","1960-1989",NA,35.1861,-119.1107,"Unknown","CDWR",472
"CDWR1009866","1922-1959",NA,35.51236,-119.2164,"Unknown","CDWR",449.92
"CDWR1009867","1922-1959",NA,35.5138,-119.2198,"Unknown","CDWR",401
"CDWR1009868","1922-1959",NA,35.4384,-119.051,"Unknown","CDWR",449.92
"CDWR1009869","1922-1959",NA,35.2672,-118.8162,"Unknown","CDWR",473.28
"CDWR1009869","1960-1989",NA,35.2672,-118.8162,"Unknown","CDWR",508.4
"CDWR1009883","1922-1959",NA,35.4425,-119.1326,"Unknown","CDWR",261.6
"CDWR1009883","1960-1989",NA,35.4425,-119.1326,"Unknown","CDWR",622
"CDWR1009884","1922-1959",NA,35.3058,-118.912,"Unknown","CDWR",514.56
"CDWR1009885","1922-1959",NA,35.2777,-118.8834,"Unknown","CDWR",495.36
"CDWR1009886","1922-1959",NA,35.2506,-118.859,"Unknown","CDWR",678.4
"CDWR1009890","1960-1989",NA,36.60121,-119.34714,"Unknown","CDWR",500.48
"CDWR1009891","1960-1989",NA,36.46000113,-119.5469104,"Unknown","CDWR",558.72
"CDWR1009892","1922-1959",NA,36.1682,-119.0804,"Unknown","CDWR",300
"CDWR1009892","1960-1989",NA,36.1682,-119.0804,"Unknown","CDWR",452.42
"CDWR1009893","1922-1959",NA,35.4023,-119.0153,"Unknown","CDWR",451.84
"CDWR1009898","1922-1959",NA,35.0452,-118.8261,"Unknown","CDWR",452.48
"CDWR1009900","1960-1989",NA,35.88259,-119.37786,"Unknown","CDWR",515.84
"CDWR1009905","1922-1959",NA,35.46883,-119.20894,"Unknown","CDWR",567.04
"CDWR1009905","1960-1989",NA,35.46883,-119.20894,"Unknown","CDWR",581.44
"CDWR1009906","1960-1989",NA,35.3264,-118.859,"Unknown","CDWR",516.06
"CDWR1009909","1960-1989",NA,36.47962,-119.92552,"Unknown","CDWR",426.88
"CDWR1009915","1922-1959",NA,35.05036,-119.00036,"Unknown","CDWR",889.6
"CDWR1009915","1960-1989",NA,35.05036,-119.00036,"Unknown","CDWR",432.2
"CDWR1009918","1960-1989",NA,36.68978,-119.93653,"Unknown","CDWR",471.04
"CDWR1009919","1990-2014",NA,36.55906,-119.44645,"Unknown","CDWR",448.7
"CDWR1009923","1960-1989",NA,35.07833296,-118.8356711,"Unknown","CDWR",415.02
"CDWR1009927","1960-1989",NA,35.3072,-118.8037,"Unknown","CDWR",535.02
"CDWR1009932","1960-1989",NA,35.00362,-118.86655,"Unknown","CDWR",365.34
"CDWR1009933","1960-1989",NA,36.3823,-119.2381,"Unknown","CDWR",455.68
"CDWR1009934","1960-1989",NA,35.2903,-118.8768,"Unknown","CDWR",508.84
"CDWR1009936","1960-1989",NA,36.4948,-119.6275,"Unknown","CDWR",463.66
"CDWR1009937","1960-1989",NA,36.37778,-119.04661,"Unknown","CDWR",466.24
"CDWR1009945","1960-1989",NA,36.3722,-119.9504,"Unknown","CDWR",442.48
"CDWR1009946","1960-1989",NA,36.268,-119.1009,"Unknown","CDWR",441.48
"CDWR1009947","1960-1989",NA,35.7472,-119.1529,"Unknown","CDWR",472.48
"CDWR1009948","1960-1989",NA,35.4131,-119.06,"Unknown","CDWR",526.72
"CDWR1009949","1922-1959",NA,35.34574,-118.80087,"Unknown","CDWR",456.96
"CDWR1009951","1960-1989",NA,35.03995,-118.92859,"Unknown","CDWR",475.2
"CDWR1009952","1960-1989",NA,35.0761,-119.0295,"Unknown","CDWR",503.3
"CDWR1009954","1960-1989",NA,36.74793,-119.92749,"Unknown","CDWR",457.6
"CDWR1009955","1960-1989",NA,36.1863,-119.1436,"Unknown","CDWR",479.3
"CDWR1009958","1922-1959",NA,35.58839,-119.49373,"Unknown","CDWR",457.6
"CDWR1009958","1960-1989",NA,35.58839,-119.49373,"Unknown","CDWR",953.6
"CDWR1009959","1960-1989",NA,35.3734,-118.9172,"Unknown","CDWR",459.3
"CDWR1009964","1922-1959",NA,36.0258,-119.6171,"Unknown","CDWR",458.24
"CDWR1009965","1922-1959",NA,35.2831,-118.8815,"Unknown","CDWR",458.24
"CDWR1009966","1922-1959",NA,35.2831,-118.9038,"Unknown","CDWR",518.72
"CDWR1009970","1960-1989",NA,36.69033,-119.59432,"Unknown","CDWR",582.4
"CDWR1009977","1960-1989",NA,36.4076,-119.0759,"Unknown","CDWR",519.04
"CDWR1009978","1922-1959",NA,35.2729,-118.80933,"Unknown","CDWR",556.1
"CDWR1009978","1960-1989",NA,35.2729,-118.80933,"Unknown","CDWR",527.36
"CDWR1009984","1922-1959",NA,35.1377,-119.0745,"Unknown","CDWR",538
"CDWR1009984","1960-1989",NA,35.1377,-119.0745,"Unknown","CDWR",574.72
"CDWR1009988","1960-1989",NA,35.01449,-118.85325,"Unknown","CDWR",444.9
"CDWR1009989","1922-1959",NA,36.77733,-119.85118,"Unknown","CDWR",1190.4
"CDWR1009989","1960-1989",NA,36.77733,-119.85118,"Unknown","CDWR",460.8
"CDWR1009990","1960-1989",NA,36.6252,-120.1721,"Unknown","CDWR",597
"CDWR1009991","1922-1959",NA,36.47547,-120.01094,"Unknown","CDWR",460.8
"CDWR1009992","1960-1989",NA,36.2531,-119.63463,"Unknown","CDWR",419.4
"CDWR1009993","1922-1959",NA,36.2299,-119.1031,"Unknown","CDWR",460.8
"CDWR1009994","1922-1959",NA,36.1886,-119.1065,"Unknown","CDWR",440.4
"CDWR1009994","1960-1989",NA,36.1886,-119.1065,"Unknown","CDWR",446
"CDWR1009995","1960-1989",NA,36.1605,-119.0993,"Unknown","CDWR",460.8
"CDWR1009999","1960-1989",NA,35.78097,-119.44337,"Unknown","CDWR",439.9
"CDWR1010000","1922-1959",NA,35.75964,-119.22089,"Unknown","CDWR",520.4
"CDWR1010001","1960-1989",NA,35.3622,-119.3237,"Unknown","CDWR",443.4
"CDWR1010002","1960-1989",NA,35.4384,-119.1538,"Unknown","CDWR",500.4
"CDWR1010003","1960-1989",NA,35.3842,-119.1939,"Unknown","CDWR",516.9
"CDWR1010004","1922-1959",NA,35.3341,-118.8612,"Unknown","CDWR",460.8
"CDWR1010004","1960-1989",NA,35.3341,-118.8612,"Unknown","CDWR",476.8
"CDWR1010005","1960-1989",NA,35.2939,-118.8636,"Unknown","CDWR",532.4
"CDWR1010006","1922-1959",NA,35.3402,-118.7912,"Unknown","CDWR",460.8
"CDWR1010007","1960-1989",NA,35.3336,-118.7831,"Unknown","CDWR",541.9
"CDWR1010008","1960-1989",NA,35.2289,-118.8724,"Unknown","CDWR",493.9
"CDWR1010010","1960-1989",NA,36.2771,-119.13,"Unknown","CDWR",461.44
"CDWR1010011","1960-1989",NA,35.40692,-119.5251,"Unknown","CDWR",804
"CDWR1010012","1960-1989",NA,35.2747,-118.8773,"Unknown","CDWR",449.72
"CDWR1010013","1960-1989",NA,35.25815,-118.84046,"Unknown","CDWR",524.5
"CDWR1010015","1922-1959",NA,36.78097,-119.84672,"Unknown","CDWR",462.08
"CDWR1010018","1960-1989",NA,35.44346,-119.22795,"Unknown","CDWR",454.04
"CDWR1010019","1922-1959",NA,35.2903,-118.8101,"Unknown","CDWR",462.08
"CDWR1010020","1960-1989",NA,35.135,-118.8502,"Unknown","CDWR",523.04
"CDWR1010021","1922-1959",NA,35.056,-118.7502,"Unknown","CDWR",462.72
"CDWR1010028","1960-1989",NA,36.4004,-119.0624,"Unknown","CDWR",510.72
"CDWR1010029","1922-1959",NA,36.38144,-119.04659,"Unknown","CDWR",463.36
"CDWR1010030","1960-1989",NA,36.05298,-119.33749,"Unknown","CDWR",442.18
"CDWR1010031","1922-1959",NA,35.5657,-119.2948,"Unknown","CDWR",463.36
"CDWR1010033","1922-1959",NA,35.2578,-118.8903,"Unknown","CDWR",463.36
"CDWR1010038","1960-1989",NA,36.51915,-119.45104,"Unknown","CDWR",471.5
"CDWR1010039","1960-1989",NA,35.67623,-119.22983,"Unknown","CDWR",469.5
"CDWR1010046","1960-1989",NA,36.2444,-119.1571,"Unknown","CDWR",546
"CDWR1010047","1922-1959",NA,35.2975,-118.7712,"Unknown","CDWR",480
